"HolderAddress","BalanceInETH","Timeframe"
0x4f6583e78dcf1b65d8649954a2fc30807486c37d,2298.353024776772517888,Over 360 days
0x19796cdee4b4eeffe8020787c9ed20a1738a3ff4,2289.16895155747028992,Up to 30 days
0x90a23a6245c2fa4387fe49145fbfe6dc74796942,2281.460000000000131072,181 to 360 days
0x7bdf68638ce5b8edbfbc36e8a744bacbeaa41319,2280.85423990704963584,181 to 360 days
0x2b7cc7c291522ade6c78f77c96088072d02317ef,2272.933506542577123328,Over 360 days
0xde5f44d24d2d5300171a2b0188a0f785b051e965,2272.505672926776262656,31 to 90 days
0x2813e92a2caaeed0c6c6b87ea32535d8e0041a76,2257.061932908425248768,Up to 30 days
0x12872932f1ef5ce0bbb5deb11eb65d52f76cb680,2257.027310436215947264,31 to 90 days
0x870367f6713e91bcca5eb6e695d4b5ddc798d3cc,2248.047196434217304064,Over 360 days
0x8782163068c7cd74d2510768a61135c1e4eb07b3,2232.179999999999868928,Up to 30 days
0x259f35530902c36f15fbbbe05815da0ed93aceb5,2230.769999999999934464,Up to 30 days
0x8317cc033bd68f4eff99e19ea58ef304eb7ffab5,2206.900992735958532096,Over 360 days
0x64800ea5dcb1f84acc840a3b4ae7f556143ef4c5,2201.24536900000022528,Up to 30 days
0xec9e5853c5acbb481cbdda64c45f8cd88b891d45,2186.031401832014938112,Over 360 days
0xdc4c0a045dde8fe50c090dcdca0059d6146e4527,2135.0,31 to 90 days
0x03f677ea492b514e1cb3dcbf1c058e9d6f831f30,2121.894859243854495744,Over 360 days
0x5a4a77c0a8e27888e1e57669586f488d52c9b6d3,2110.430256420000104448,Over 360 days
0x9195aea3442391314b9113b7fda6e6d0a4aab66d,2106.869011524187848704,Over 360 days
0x6aa070b06a8723d720bdf90bf7ce27fdf7a6aa78,2087.140291529387016192,Up to 30 days
0x0c81f3dfc12b01ab41c167543dd4459eb96a67be,2060.0,91 to 180 days
0xe852b2c1d40327fdacda7780d967b96c8e248b1e,2047.945205479451918336,31 to 90 days
0xc06147ca054ed24db6bab3ddd552c892fd1710e8,2045.703499999999950848,Up to 30 days
0x4ed6cf63bd9c009d247ee51224fc1c7041f517f1,2029.473140000000049152,Up to 30 days
0x9249aede38762be4a028ed87f1b9b9a27f1ad648,2017.98813300003176448,31 to 90 days
0x4b874fb79235c707cf652965645c8025439d4f18,2011.427399999999967232,Over 360 days
0xb1f7348055dc42e7e73baef09450bb22a0452ff9,2010.768199999999967232,Up to 30 days
0x047f6cf691b62da187940c2325506d45db481ef0,2003.103461245693198336,181 to 360 days
0x18f1bc3e92acb8178e0946edf6dc28b24a94c38b,2002.849999999999934464,31 to 90 days
0xa9417e83917206a3a03d8b198480b7fa46336ded,2002.830827621380521984,Up to 30 days
0x338e431215745f17da94e3cd3c1135d5f7b1b948,2001.475599999999934464,31 to 90 days
0xa2f79e093429b4e57ca8d0e732aaefff461f62ae,2001.250648643852304384,181 to 360 days
0xb54b88cec599b831a1f1e5bdebc7255d0e778c2a,2001.0,91 to 180 days
0xa592111eb991b5997929430672d8f75925121a25,2000.405176992785498112,Over 360 days
0xadabae8b237e5179b47133923ebbca641d72583d,2000.104399999999934464,Over 360 days
0xcea666f33ecca0fdf0ea31d03c7af03c0c3261af,2000.0,Over 360 days
0x98b60c79995169056aab6de22e92d7ede0bd252d,2000.0,Over 360 days
0x8e4a4b1b9e55314a377807198d5382bfa66da625,2000.0,Over 360 days
0xea1997fe617fec0d433c96f7754696796ebdb36e,2000.0,Over 360 days
0xd50ad435a9e0e29af814df0862c90caae23dd66a,1998.703304930000109568,Over 360 days
0x0af3dbc269dd31ec02ec8cf857f1e30eb34227a7,1996.0,Over 360 days
0xb41e642af19932f6a3c505b646dbef000c8e4c66,1972.77310000000008192,Over 360 days
0x241e1aac00ef9b5f8f22a9bd63c8e6b05bc709ba,1971.076749911632904192,31 to 90 days
0x327052cd9c02ef83cd4ce131388149916963ad65,1966.779885642946183168,Over 360 days
0x11329e673811f08f367c0949d2afa65eaddcf129,1949.102464637856120832,31 to 90 days
0xa36dc1b8e0ce643d92bd2973b886be0cf65c35a7,1940.846744861495263232,Up to 30 days
0xe8237e55d2a1405e490e2bf015766332b96185f9,1921.826361584645046272,Over 360 days
0xf7b0e067803fb4efd0fdb84ff100d9e545b643b4,1916.287288228829200384,Over 360 days
0x66979bf23c37ada615642db9148919136e18955e,1880.0,Up to 30 days
0x2bf46ddd0cca2f005d7b1493136833d3ef4264c0,1872.841192328602320896,31 to 90 days
0x5ee8c2080ba639469c19e10705023b089df6db28,1839.91216624999989248,31 to 90 days
0x768079f2ba3a91727a72bd0b25126a4191eae7ff,1839.400691828536901632,Over 360 days
0xbad8e5eeb2f7d403d1a5cb1d4a0207cccf9c9468,1826.887343621275648,Over 360 days
0x8dbefadadeb89893674144680eb44cd5a2b077d9,1825.0,31 to 90 days
0x503f0e5d973b4beea932f61201e1a85e0abad09b,1802.234089559999905792,181 to 360 days
0x34966114f9fb465a5433c8b6b5e815f58a92421b,1780.038663253345435648,Up to 30 days
0x63a5517cd72b405f85688c4dd5a3e1e7cfae0a12,1739.535200000000131072,Over 360 days
0x9d652be2c145869afdac65cccfee16be2fdbda04,1738.420000179191283712,31 to 90 days
0x7bd41a9aba8bb4adda77fee12b7b2859e3cc8676,1733.651219400000012288,31 to 90 days
0x1843fd0fc17178f62ad25ecc9fc51ac6aa1008cf,1732.297939414620831744,Up to 30 days
0xe25f5dc9c9babf95b173af5c88944bb9f488dac6,1726.594435517836427264,181 to 360 days
0x038c1d42974f4cf08903ac74ddfa3bcea3ebefb7,1725.97384761198116864,91 to 180 days
0xf79c30398433068ce757c63f5f2aaa8e62220982,1709.242461410000109568,91 to 180 days
0x56b06f53fe6fd3beeb98e6d7e50f3e73965bc2e6,1698.602742459999977472,Over 360 days
0x2cae9747bb10ee267c36884f8d1428f1dc5e1ffc,1697.299999999999868928,31 to 90 days
0x1acd15246cb3f573a7d9a258b5f735975c8b9673,1694.36250296138989568,Over 360 days
0xcc62deca03f5054346729063c7019310a4cae65d,1691.932103521293565952,181 to 360 days
0x966f2da5aceebeed6c441ef63557aa10f955857b,1679.4212077227606016,Over 360 days
0xd4165d98b0900c5c00f6be7506e18bf423de2ec8,1676.034065190413664256,31 to 90 days
0xe1d45e61eb1567ea26f11bc8be23fc65a9930e4b,1673.568516719999975424,181 to 360 days
0x79360cbcc4e956422bf2c18ce3b078404dd43eeb,1666.0,181 to 360 days
0x2ead097c50c46d6ab4b7d2c96b900153e3fbe87f,1656.353331040000147456,Over 360 days
0x8661bbd0a55bf7bf8abb00eefb10ea47b60dd2f3,1653.032346599999930368,Over 360 days
0x095ac79f383dea1fca53e14736994aefa6aaa17c,1652.374426133898723328,Up to 30 days
0xbedbb0cb2938f906a847203c2641c1403b75b9e8,1651.479015107240656896,Up to 30 days
0x751a404870cc056f2f81dffa17b3047422aa8312,1650.992724140000018432,Up to 30 days
0xd7fe41d630592e906fda5a773c6ae21240ba8f9f,1642.79966397458284544,Over 360 days
0xc6bdd8d9a71ebbf7d1994848838dc10e64bb2d87,1641.8583611149647872,91 to 180 days
0x1a8c05a543f3102b5c9c16f0019cd3704b530a27,1623.318475916972916736,Up to 30 days
0xc9d0556c8011856098fc6c8fae638b7e338ede5a,1616.123688084360658944,31 to 90 days
0xb7a5b000947d837a34b4f28684a9a4a74fe8502c,1605.407899999999885312,31 to 90 days
0xd4134a99c1b60cc2766bdfdd31363b732e2ee5ed,1603.81089999999991808,Up to 30 days
0x48d24b9cc75f762d9282efc5c5ac663ae20ea8b3,1600.374747445884616704,Up to 30 days
0xb90e5b9a9e6aff0ff58a032ed841aeb1b2a5a5ac,1595.1942504900001792,181 to 360 days
0x4c7a4d7a25c00aac98b3479994134a8ca622798c,1594.016950512724738048,Up to 30 days
0xca7ee42b6a83667812a6ff544bdc7ab51dd977d1,1587.90902320411836416,181 to 360 days
0xceb69f6342ece283b2f5c9088ff249b5d0ae66ea,1580.495019114220224512,Over 360 days
0xa2d1a98fefbf094cb3c6e49d2b9d427d7dfcf15a,1571.537276410000048128,91 to 180 days
0xcd6b2f67abc1f1a78941c486d319228c8ee2c8f2,1563.640864274393071616,Up to 30 days
0xcf31d2d71a97dd11ca601b57bcfa237212f3d4f7,1556.066679318209363968,Over 360 days
0xfb4334a5704e29df37efc9f16255759670018d9a,1543.632554540000083968,Up to 30 days
0xfdef5eb0534b8e8cb604154c4d8392ef9bea725f,1540.0,Up to 30 days
0x571718fc9a49468ef8c3bae3161d4964d16a7017,1532.275028065265647616,181 to 360 days
0x60e570e4dadcb693ca5c26f785c503fb45369084,1530.169532269999947776,Up to 30 days
0x5425a1269521bc502de808bfc814bf9d82a9254a,1518.996736461019283456,91 to 180 days
0x0a4bf92abbe6fbedbc443f9471136e865ef5213e,1516.277486884012163072,181 to 360 days
0xb7d1743168a9c8476b0dc4dbfba0a5d3233c6038,1511.570270243957768192,Over 360 days
0xf8f399512e6cff186d6ac07f4b98449e27965bf0,1500.729999999999934464,31 to 90 days
0xbc2903a1fa75e5d220faa89f9333579eb5b68b63,1500.279610062866219008,181 to 360 days
0x2450e3884641c9ac37bfeaa5162be1858f6ca120,1499.962803019999870976,Over 360 days
0x5d295817125d6330b9f04a1c469960b42151f486,1499.06575000000004096,31 to 90 days
0x7c0565f3ac2d5b0220301f9d683ffcde11d525b4,1498.04,Over 360 days
0x3cc579511dda6cde26a76bdc06a5c0088ba953ae,1496.657714406909280256,Over 360 days
0xc77b719a0d15e88ce2f73a932290b348ee4efeb8,1481.207881362427346944,Over 360 days
0x8ced4abb343717e4efeefefbcd476bd0121e7ed3,1472.60503124884586496,91 to 180 days
0xd040de28590ba742997f3023c353a532873e07e2,1453.0,Up to 30 days
0xd2927f995987746844e58121d6839df8f4733c2f,1442.474963135320293376,Over 360 days
0x24eb3a39856723138796c5068a17ba4fb15cd25e,1438.420000000000131072,Up to 30 days
0xeb6b371e715dc23b739a771dac003c7c2894e00d,1436.182654230194552832,181 to 360 days
0x70e2a8dbace52c63257f80a56f0d01959b02de3b,1434.4,91 to 180 days
0xe271c09b6d005a97460b51f63568086a6d477ab4,1431.404999999999967232,31 to 90 days
0xe9f66403e375d44e5e4de4b04ae7eec3d1023ec6,1429.571599999999934464,181 to 360 days
0x7e3c7aeda356f53e0e4abb94aa86f73b8fcfd5f1,1426.44599467238752256,Up to 30 days
0xe668ea3e9e8bbe014d86e3b2f017f20d6a76cf8c,1424.075317328265084928,Over 360 days
0x64988b5c5f9e7726e59712d2614baba3edbf18e4,1423.939595267418095616,Over 360 days
0x96ad784eb2f5c141924e64a90034cca53ddb0c70,1421.809017746173722624,91 to 180 days
0xc47b0b08073645ad869b36bce582e9c1d8071072,1412.651445310000201728,91 to 180 days
0x96e46e02253a71761477cf892aa82622e5a931a3,1405.190457229999865856,181 to 360 days
0x41cd0c5315d699e62187db0a67a62e03e774e81a,1392.00415189427945472,181 to 360 days
0x99fb5903f617c7328895ef81c8bb325cb100bec7,1389.181034362831634432,Over 360 days
0x568a59c623b2b315ff462f99ed94109337fd909c,1387.630000000000065536,Over 360 days
0x36715fbb54fcbb4881078ff8465d6e922456308c,1363.246300000000147456,Over 360 days
0xf849bc9134ee95b736c72d1e417bcfc936549dd3,1359.184991028935917568,Over 360 days
0xc2789abcf6b4baa5e3a66c3d4bcca54867db0e3c,1358.9237588602978304,31 to 90 days
0x7f1682053446716ac5c7a25101ff836c6fca5b4b,1356.618626517084667904,Up to 30 days
0xdf5654b601a3e96a7a4609149c7422cf5a2dde64,1349.18750000000008192,Over 360 days
0x8a8e0566e413a21072a3ec13e3f10428b0b5ee5f,1341.346676095724552192,91 to 180 days
0xc4fb374832b4b633d05041951a516410552a6ee5,1339.310000000000065536,91 to 180 days
0x32267660e732ce51c9d59aed7edb300ae3c291fc,1334.460000000000131072,91 to 180 days
0x2c98e2b51b0beff79260e1ab86ec4543e109b2ed,1333.894833090000060416,Up to 30 days
0x73ac0c1825f518f55bd7bd68d2967bc0bb754b23,1329.488533060101865472,31 to 90 days
0x4f5638087e136f9c83111f2e4a4d7c39bab150c1,1308.4158744283512832,31 to 90 days
0x1715eef7138744a07f9073eee4eabcba68946752,1302.922560759948640256,31 to 90 days
0x20ae2e817ab508ec313b33bdc27ff3a94f8238bc,1300.0,181 to 360 days
0xec578146b22d7ef5f6e5c69fdde00bdaa5f0b33b,1295.916992340668973056,Over 360 days
0xa02d93860ca39eda27babf0c7f954b5c177e71f8,1286.347099999999885312,31 to 90 days
0x68be2d39abf5c1b757cecc881006c0c061cd84d6,1285.4006660344184832,Up to 30 days
0x141e44b233b881e9ac6b9c7d65e2494e2be03b23,1276.0,Over 360 days
0xca76c23278495e3a0bc534b074f0accc98b6a759,1271.4360509010608128,181 to 360 days
0x6abac44b851adbdb33c6f1892b6ce061779ae725,1262.329700000000114688,Up to 30 days
0xe2367dd79bc0bb338ee3620496d7103c4f540d5f,1254.021442921843130368,Over 360 days
0x23408fa8f9acbd66ab4f9b2dcbb9e85ebe989993,1250.732831862184214528,31 to 90 days
0xaa03351b874c1c5b5c7f70da76f4d64db2e07e88,1250.0,Over 360 days
0xc3ceb5511f739f224ece35d69ae6cca3081447f0,1247.790000000000065536,Over 360 days
0x514df64fe11c1e2ceb4a31e35103b4fbfc3b8981,1242.587386034652971008,181 to 360 days
0xb1236a998f9ee6d9542317bbbc59d824ba710731,1236.181606099602112512,Up to 30 days
0xfdae0e73be9d4bb5439ed1724af6435fe91c1c69,1234.723550653866049536,181 to 360 days
0x61fdcdcc83dbdc724b7547a38d05beb40fd53d1f,1228.134111447400841216,181 to 360 days
0xe58ea0ced4417f0551fb82ddf4f6477072dfb430,1222.006757285914738688,Up to 30 days
0xd36737213e6cb7e9c9c5c6b60ba422094dcc01da,1221.9513875000000512,Up to 30 days
0xac0e6e45ca2bfc1b6e8c44e827714ac9f46740d3,1219.276864999999930368,181 to 360 days
0xc2778fb651d0030476522d9918330cd41aae3ae8,1212.913612490000039936,91 to 180 days
0xc971977aacfb8c09d0084937a38c0d836b2ebf40,1204.643096419999940608,Up to 30 days
0xf8243deea9394eb808ae29b8f6394e5bdb88e287,1203.229656089999966208,Over 360 days
0xc9a395a9b05e8f035bd45bfe7d30000accbfcf91,1197.804527660000083968,Over 360 days
0x48595000e6d07d856a5ce2350df7f6d2075cc2fd,1196.510000000000065536,31 to 90 days
0x37542f239dd7031a96c4d2c683758065edb0ddeb,1195.398946479149678592,Up to 30 days
0xfc9cce1115ba9eaed488c37f09e8fc8ac07f7c4e,1195.299751558865747968,Up to 30 days
0x70ec0ad62a8672f06c0a345655337fa68d6e37c5,1191.055875093057241088,91 to 180 days
0x24c964a36a0a9e0db832e24e0f7823cb81fd5218,1187.159536609999978496,31 to 90 days
0xa7d077c7b41e1822c027c5f5f65d321300402ad7,1176.988229999999975424,Up to 30 days
0x26b4d9f37bcfc3785d794432a8a3183651295067,1172.243452470471294976,31 to 90 days
0xbccc9b7292839e77bfecacd73e6c135529f8e216,1171.952033771871535104,91 to 180 days
0xeea3ef8c9b57cb5b72e3a4c2b87015d15aabcb7f,1171.857899999999950848,181 to 360 days
0x0e207eaa1ea65835400bb264379badfc8bb0217e,1171.689015462532349952,Over 360 days
0x80b6e9e58191bece7c7032282e1d879ec6800dfc,1171.487237036885016576,Up to 30 days
0x140679c5209dae9fc4dbd4cfd0b5814d26906542,1166.210056688597467136,Over 360 days
0x11ededebf63bef0ea2d2d071bdf88f71543ec6fb,1156.607901892609048576,Over 360 days
0xf095595e4b1c54bd1967a00629c554a9c5393f74,1155.69313473753710592,Over 360 days
0xe13395a26981f61d162933fb3985745577a1659f,1154.659499999999950848,181 to 360 days
0xb909f2a949cef93aa94012895ae4d60438095e02,1145.887999999999868928,Up to 30 days
0x5b1bbdb7e40c73797b02aa3688d38ded3dec4205,1144.000000207810854912,91 to 180 days
0x2a7f017b97c4e068592fefaf63469be08afbe386,1138.56659772752658432,Over 360 days
0x0849c1f5b648a99554ff1fe4f6ebe3c55f6c987e,1138.016860030000037888,Over 360 days
0x78c067f685cf5f401f91f9f5ee0d40558197e737,1135.165051746468626432,Up to 30 days
0xf872ea3e3bc2d9efcb660de497a6f1c50e4ad25d,1130.0,91 to 180 days
0xe699da57db4886f6b2240aee33ac81ac43bea824,1129.606189717828796416,31 to 90 days
0xc2c2806f64d946f7296a8fa0dd1542a4dedc8406,1128.428369040106192896,91 to 180 days
0x75ecc77e9b56f9b25158b2d6cf9c3d19ca21bdaa,1127.674594200000004096,181 to 360 days
0x4167247acd955124fff268ab657693c2a9a9d00c,1126.143523528111685632,31 to 90 days
0xb123da73661bf46d18a27d5f97c534cebcaccaea,1121.72521443795533824,91 to 180 days
0x74059b6b0064e7d2183839e53ea92ec0d024564b,1119.721587065970622464,181 to 360 days
0x55800060d2d61d6d88eb60ca227ebff92ba03e2d,1112.086137382347472896,181 to 360 days
0xefea8ca03351884621331bbcab3f6cdb9e845e67,1110.568549019629518848,Over 360 days
0x52b451814999ecd11f4ceec79d1205b53470fdb1,1110.42208054854877184,31 to 90 days
0xdccf28d7aad0141a016d2af1e64ab23012a82b39,1108.113928570000113664,Up to 30 days
0xb8889d0e4a6bcf44b070152a0d6cd5ac6eb634b4,1107.035026260068401152,Over 360 days
0xd416387193830c67f9fd05c9534d07e5d51052b9,1104.491199929999949824,91 to 180 days
0x942c61f6d628b6a49d84efdebf9040889d015827,1104.313500360000012288,Up to 30 days
0x960073f68d187802279af879c012876a61793ed7,1100.0,Up to 30 days
0x621d5286cd6497adcf1fb1b6a3ecf38ba1e023a2,1097.504348639999950848,91 to 180 days
0xd7c28225dffb8292f01abe878ee3e9822306ecec,1086.055247199999885312,91 to 180 days
0x1d676ad9088ab3963326534414eadfb9bc3f7c6b,1083.81683341109100544,91 to 180 days
0xec5262a8f779c8a59a30d4b63531b60cb98c145d,1076.022330000000024576,Up to 30 days
0x71862187be8c1032eee3eac29788c175d012a1ae,1073.563119343652438016,181 to 360 days
0x507df7a24a69014a7a7f43930431f708d817d178,1072.376267059300007936,181 to 360 days
0x1f0a7645630b640d053ab9d0c6bbc494334b2c5b,1065.551799999999901696,91 to 180 days
0xa95878ae16923a232445bf7d3290b4a075b8e6a8,1064.08950555999993856,Over 360 days
0x10c3107c6b7d31518bdf2e1600045393cdad4c10,1058.443578411187044352,Over 360 days
0xd7688845893f6e0693201489748b59fd97bcbd2b,1055.943225850000048128,91 to 180 days
0x0ed5b17323dfb0087dada2bce8213ad00f2850f7,1053.481229116144091136,Up to 30 days
0x995750a81963ef4ce31e55efdc92f870cb6e8dc0,1051.234198123047944192,Over 360 days
0x77dde7a89752091f3d0349513b48d13ccc8e85b4,1041.583117510399229952,Over 360 days
0x7f24a333b3ab7ad3fa334400c423c7f53104ab02,1036.251510918406209536,Up to 30 days
0x8f3924016b69adbd4c09a229918a6d6967c0f8aa,1033.615051641759203328,Over 360 days
0x7e7ee692821ba4bcb99ad6457d00ed3bf48201d0,1029.155300266907271168,Over 360 days
0x43e910084304928f5a65dd831196b38baf0fed51,1028.180800000000131072,Up to 30 days
0x60f9f2864ecd44f57fb7220b821daa2247c010f7,1026.760393380000038912,Up to 30 days
0x5a6e37b1fdcea7bd56b549c9b151217bd118e1aa,1022.347831833042223104,181 to 360 days
0x51144f7b3fb8a72e973aecbd73625b798210bcf7,1020.479593915944009728,Over 360 days
0x6e9d6eb857e286d99e798fb843890b0a1f93f5eb,1018.262060460000018432,31 to 90 days
0xc23ef0adcc4eba738ed9023425b060242fa97b87,1016.337968149014904832,31 to 90 days
0xd8931e60bbd7ba8b71dd63a9232bf0683de327b1,1015.84617485999996928,Over 360 days
0xe4a87c16c6ed57acdb62b5744310c27e2512f282,1011.0,Over 360 days
0xfc7455cce4c58f1f19397fccc0965cb99020fd22,1010.693200000000065536,Over 360 days
0xfcc3d07832ff116d89c2f05c0fe04b87c88a6d77,1009.22329910858940416,91 to 180 days
0xb793bcd45214f5f485e38f3b5e9cd9ec61e6616a,1008.191886455759699968,Up to 30 days
0x104703893f56243c0e56441a99eb3f32e1ed6ad2,1007.703519130704543744,Over 360 days
0x6440ead84d9ffed2f89f3a83c811d12732d5c3c1,1007.3832,181 to 360 days
0x5fdcbc36f8c744b19db4a0861d760549bb247e0a,1007.053904549619695616,Over 360 days
0x4bd4bba33b1c0343b079a34e455284e20ec50dc4,1006.859303999563890688,31 to 90 days
0x45eb6a1de5ed53e1289b0153ffb222abad552094,1006.78,Over 360 days
0x539e04eb73f42be139053d02b5f719ef6d08cbb7,1006.174730155786371072,Up to 30 days
0x0c8f1753cf998f011545261bca15ede4ff192efb,1005.903599999999934464,31 to 90 days
0x51cc2e7cac6f23b4891ade057eb6370d9d0e4f39,1004.200299780000055296,181 to 360 days
0x5988aed0b9b986d5eef67502238354c8b9f934ec,1003.0,181 to 360 days
0x579c6ce4633223b3aab7706f3a127571607803f4,1001.771997169999937536,Up to 30 days
0x552675409dc677d1f222f7283da0782781adf430,1001.720328908588843008,91 to 180 days
0xb55fb67e169b7013eeef5ab1b7e774adb8524fc4,1001.000094689980448768,Up to 30 days
0xf0b76f95515436ed4f8c2d0ddd5479a797b3e4ac,1000.801684196506861568,Up to 30 days
0x78d975960b62682b089351aa419cd1ebe4e5001c,1000.313679439999926272,31 to 90 days
0x7dcfa4c09c7bda3aab448b1226eca25a3a1aabe6,1000.14707180999999488,Up to 30 days
0x6ebf7bb0ae7b45c374b0640f7c9488079f6f5d1b,1000.003799999999901696,91 to 180 days
0x6b57bd707aa4e7885badb013de4fc5f7c07e25ee,1000.001099999999950848,Over 360 days
0xd24151f1522cc46bb0c68135df1a6853c07941b1,1000.00000823066230784,91 to 180 days
0x0e5ee7c1d72f329ce5c5e90ddedd9bcd2078696d,1000.000000102485458944,Up to 30 days
0xb56d595a83492b6f8b1ab52deb3a75a58279b7f2,1000.0,Over 360 days
0xc0962c89e6e0fd43d3982c954c38310b0d283316,1000.0,Over 360 days
0x398ae849039250711f27fab48a3cf7c7816368aa,1000.0,Up to 30 days
0xe0d64adc96b868c2be06965a0416482dd74f84d2,999.544340640885112832,31 to 90 days
0xad37102dedccc1413f92758cd8c566df0ff212da,999.214827580000043008,Up to 30 days
0xb9774198ee81a0b874dc6e871ca253aec0461322,995.353305816326340608,31 to 90 days
0x54792d1a565ced9d682a68f3c56410eafc15e930,995.125799999999967232,31 to 90 days
0x86c54cf104d69d814000dd25ee2ead857bab5cdf,988.348822119999995904,Over 360 days
0xe8bb6c2b8819b550f88735a8af353b9f233633b6,987.217878594767683584,31 to 90 days
0xc9176e167e4ec7883b7e0a0446f265c0288b7983,985.718316199999963136,31 to 90 days
0x35dbea924d5e11f4fcf918f53ed9981eb6b31118,985.54773510131089408,31 to 90 days
0x819eaab1fd51cc78bf55cb108c2d1d4f294c14b0,980.129103806046273536,181 to 360 days
0xbfc10724a55f4049fbab79bc3d75b61e24519e8a,979.195600000000065536,Over 360 days
0x2ef743ffa11a6fbe09e049e7912caaa4036634b3,973.850187031700832256,181 to 360 days
0xc89b9240593b63103c4767ad2897a7b4bb8bde68,973.468988080654385152,91 to 180 days
0x43508a5cf252128a788cba45e43c95187fc3ca5c,970.197938794271080448,181 to 360 days
0x0b25a8d310893a4d72c346a4c9d42600a304476c,966.673273978871611392,Up to 30 days
0xb0b975ac6a2a8c8d6829880be6a9f2b209311827,953.109186317670678528,Up to 30 days
0xaac7a7f6e2ac4f2df0343621b0b43c73f8a0cb44,952.814999999999901696,91 to 180 days
0x6797c8fcf9c7ff0b113a78b4d61d354129910e1c,950.0,Over 360 days
0xd35bfad56a5470ad16244eed81676f6050c1c7f2,948.107319999999901696,91 to 180 days
0x2fdf041e82190d35122da301702b9604e0de401b,948.0232,91 to 180 days
0xa008fef3ac110eff8864d0e39d1e2a3fa91ead40,947.121801612886409216,Over 360 days
0xb2de4054d09cecf5e2367c71981784c12b1277ef,943.12342726115196928,91 to 180 days
0xe0e1a8b342a79cf4e468b5330573da9c28f80a8d,942.292944666900955136,31 to 90 days
0x87e1bf51f1c45c3ecbe6c8ed45dc8006d224e2e3,941.388962009999998976,Up to 30 days
0x56d736edc6866ad42f925a2edd27ae811ece0670,935.44902746260045824,Over 360 days
0x3ae0df64439eb6e9ac0490ab1d13e51b03162ded,934.701706026415030272,Up to 30 days
